Precursor	logFC	mean_cancer	mean_normal	ttest_pvalue	BH.adjusted_pvalues	Precursor.ID	miRNA.ID	miRNA.name
hsa-mir-34b	-0.07	2.92	3	0.552456907586268	0.586640867935918	MI0000742	MIMAT0000685	hsa-miR-34b-5p
hsa-mir-34b	-0.07	2.92	3	0.552456907586268	0.586640867935918	MI0000742	MIMAT0004676	hsa-miR-34b-3p
hsa-mir-3667	0.05	0.47	0.42	0.558647239909249	0.592032533130917	MI0016068	MIMAT0018090	hsa-miR-3667-3p
hsa-mir-3667	0.05	0.47	0.42	0.558647239909249	0.592032533130917	MI0016068	MIMAT0018089	hsa-miR-3667-5p
hsa-mir-30c-2	-0.05	11.46	11.52	0.570676525550368	0.603578353067189	MI0000254	MIMAT0004550	hsa-miR-30c-2-3p
hsa-mir-30e	0.06	15.45	15.39	0.588904879490317	0.621621817239779	MI0000749	MIMAT0000692	hsa-miR-30e-5p
hsa-mir-30e	0.06	15.45	15.39	0.588904879490317	0.621621817239779	MI0000749	MIMAT0000693	hsa-miR-30e-3p
hsa-mir-320a	0.06	10.9	10.84	0.629836770359431	0.663007810196456	MI0000542	MIMAT0037311	hsa-miR-320a-5p
hsa-mir-320a	0.06	10.9	10.84	0.629836770359431	0.663007810196456	MI0000542	MIMAT0000510	hsa-miR-320a-3p
hsa-mir-222	-0.05	7.17	7.22	0.630605172856028	0.663007810196456	MI0000299	MIMAT0004569	hsa-miR-222-5p
hsa-mir-222	-0.05	7.17	7.22	0.630605172856028	0.663007810196456	MI0000299	MIMAT0000279	hsa-miR-222-3p
hsa-mir-3173	-0.05	1.2	1.24	0.68359922567206	0.717307274275218	MI0014204	MIMAT0019214	hsa-miR-3173-5p
hsa-mir-3173	-0.05	1.2	1.24	0.68359922567206	0.717307274275218	MI0014204	MIMAT0015048	hsa-miR-3173-3p
hsa-mir-1228	-0.06	2.31	2.37	0.707465072783322	0.740888619528991	MI0006318	MIMAT0005583	hsa-miR-1228-3p
hsa-mir-1228	-0.06	2.31	2.37	0.707465072783322	0.740888619528991	MI0006318	MIMAT0005582	hsa-miR-1228-5p
hsa-mir-135a-1	0.06	2.12	2.05	0.735309736962098	0.767028980517326	MI0000452	MIMAT0004595	hsa-miR-135a-3p
hsa-mir-26a-1	0.05	3.41	3.36	0.754061614791109	0.785050448275675	MI0000083	MIMAT0004499	hsa-miR-26a-1-3p
hsa-mir-577	-0.07	2.48	2.54	0.759842561183182	0.789523911229401	MI0003584	MIMAT0003242	hsa-miR-577
hsa-mir-551a	-0.03	0.71	0.74	0.764861049775878	0.793189236804614	MI0003556	MIMAT0003214	hsa-miR-551a
hsa-mir-196b	0.04	9.59	9.55	0.769985802375416	0.796950285727084	MI0001150	MIMAT0001080	hsa-miR-196b-5p
hsa-mir-196b	0.04	9.59	9.55	0.769985802375416	0.796950285727084	MI0001150	MIMAT0009201	hsa-miR-196b-3p
hsa-mir-3158-2	0.03	0.82	0.79	0.77719526493357	0.802850254261475	MI0014187	MIMAT0015032_1	hsa-miR-3158-3p
hsa-mir-3158-2	0.03	0.82	0.79	0.77719526493357	0.802850254261475	MI0014187	MIMAT0019211_1	hsa-miR-3158-5p
hsa-mir-221	0.03	8.53	8.5	0.783435856407005	0.807728441101796	MI0000298	MIMAT0000278	hsa-miR-221-3p
hsa-mir-221	0.03	8.53	8.5	0.783435856407005	0.807728441101796	MI0000298	MIMAT0004568	hsa-miR-221-5p
hsa-mir-496	-0.04	3	3.04	0.789953701454332	0.812873054494593	MI0003136	MIMAT0002818	hsa-miR-496
hsa-mir-23b	-0.02	11.18	11.21	0.83907578511214	0.861753509034089	MI0000439	MIMAT0000418	hsa-miR-23b-3p
hsa-mir-23b	-0.02	11.18	11.21	0.83907578511214	0.861753509034089	MI0000439	MIMAT0004587	hsa-miR-23b-5p
hsa-mir-889	-0.03	5.24	5.26	0.869015588101387	0.890782837899688	MI0005540	MIMAT0004921	hsa-miR-889-3p
hsa-mir-889	-0.03	5.24	5.26	0.869015588101387	0.890782837899688	MI0005540	MIMAT0026719	hsa-miR-889-5p
hsa-mir-1185-1	0.01	0.93	0.91	0.896017983864392	0.914935829972853	MI0003844	MIMAT0022838	hsa-miR-1185-1-3p
hsa-mir-653	0.02	5.52	5.5	0.911336951184319	0.928795513467543	MI0003674	MIMAT0026625	hsa-miR-653-3p
hsa-mir-653	0.02	5.52	5.5	0.911336951184319	0.928795513467543	MI0003674	MIMAT0003328	hsa-miR-653-5p
hsa-mir-2116	-0.01	1.45	1.47	0.916793193252313	0.93256974915914	MI0010635	MIMAT0011161	hsa-miR-2116-3p
hsa-mir-2116	-0.01	1.45	1.47	0.916793193252313	0.93256974915914	MI0010635	MIMAT0011160	hsa-miR-2116-5p
hsa-mir-627	-0.01	2.25	2.26	0.920370892420263	0.934422356426679	MI0003641	MIMAT0026623	hsa-miR-627-3p
hsa-mir-627	-0.01	2.25	2.26	0.920370892420263	0.934422356426679	MI0003641	MIMAT0003296	hsa-miR-627-5p
hsa-mir-412	0.02	3.95	3.93	0.9461360242687	0.958751171258949	MI0002464	MIMAT0026557	hsa-miR-412-5p
hsa-mir-412	0.02	3.95	3.93	0.9461360242687	0.958751171258949	MI0002464	MIMAT0002170	hsa-miR-412-3p
hsa-mir-26b	0.01	11.22	11.21	0.948770742558399	0.959593222511537	MI0000084	MIMAT0004500	hsa-miR-26b-3p
hsa-mir-26b	0.01	11.22	11.21	0.948770742558399	0.959593222511537	MI0000084	MIMAT0000083	hsa-miR-26b-5p
hsa-mir-512-1	-0.01	0.77	0.78	0.952905504059022	0.961946353243642	MI0003140	MIMAT0002822	hsa-miR-512-5p
hsa-mir-512-1	-0.01	0.77	0.78	0.952905504059022	0.961946353243642	MI0003140	MIMAT0002823	hsa-miR-512-3p
hsa-mir-3152	0	0.38	0.38	0.966406351459982	0.971886916780171	MI0014179	MIMAT0019207	hsa-miR-3152-5p
hsa-mir-3152	0	0.38	0.38	0.966406351459982	0.971886916780171	MI0014179	MIMAT0015025	hsa-miR-3152-3p
hsa-mir-92a-2	0	14.74	14.74	0.976843744197107	0.978683374600491	MI0000094	MIMAT0004508	hsa-miR-92a-2-5p
hsa-mir-509-3	0	2.07	2.08	0.980797536628502	0.980797536628502	MI0005717	MIMAT0004975	hsa-miR-509-3-5p
hsa-mir-1-1	-0.14	0.02	0.16	NA	NA	MI0000651	MIMAT0031892	hsa-miR-1-5p
hsa-mir-1178	0.02	0.02	0	NA	NA	MI0006271	MIMAT0005823	hsa-miR-1178-3p
hsa-mir-1178	0.02	0.02	0	NA	NA	MI0006271	MIMAT0022940	hsa-miR-1178-5p
hsa-mir-1182	0.01	0.01	0	NA	NA	MI0006275	MIMAT0005827	hsa-miR-1182
hsa-mir-1183	0	0	0	NA	NA	MI0006276	MIMAT0005828	hsa-miR-1183
hsa-mir-1184-1	0	0	0	NA	NA	MI0006277	MIMAT0005829	hsa-miR-1184
hsa-mir-1193	-0.08	0.06	0.14	NA	NA	MI0014205	MIMAT0015049	hsa-miR-1193
hsa-mir-1197	-0.12	0.3	0.42	NA	NA	MI0006656	MIMAT0005955	hsa-miR-1197
hsa-mir-1200	0	0	0	NA	NA	MI0006332	MIMAT0005863	hsa-miR-1200
hsa-mir-1202	0	0	0	NA	NA	MI0006334	MIMAT0005865	hsa-miR-1202
hsa-mir-1203	0	0	0	NA	NA	MI0006335	MIMAT0005866	hsa-miR-1203
hsa-mir-1204	0	0	0	NA	NA	MI0006337	MIMAT0005868	hsa-miR-1204
hsa-mir-1205	0	0	0	NA	NA	MI0006338	MIMAT0005869	hsa-miR-1205
hsa-mir-1206	0	0	0	NA	NA	MI0006339	MIMAT0005870	hsa-miR-1206
hsa-mir-1207	0	0	0	NA	NA	MI0006340	MIMAT0005872	hsa-miR-1207-3p
hsa-mir-1207	0	0	0	NA	NA	MI0006340	MIMAT0005871	hsa-miR-1207-5p
hsa-mir-1208	0	0	0	NA	NA	MI0006341	MIMAT0005873	hsa-miR-1208
hsa-mir-122	0.12	0.22	0.1	NA	NA	MI0000442	MIMAT0004590	hsa-miR-122-3p
hsa-mir-122	0.12	0.22	0.1	NA	NA	MI0000442	MIMAT0000421	hsa-miR-122-5p
hsa-mir-1225	-0.13	0.2	0.33	NA	NA	MI0006311	MIMAT0005573	hsa-miR-1225-3p
hsa-mir-1225	-0.13	0.2	0.33	NA	NA	MI0006311	MIMAT0005572	hsa-miR-1225-5p
hsa-mir-1231	0.04	0.06	0.02	NA	NA	MI0006321	MIMAT0005586	hsa-miR-1231
hsa-mir-1233-1	0	0	0	NA	NA	MI0006323	MIMAT0022943	hsa-miR-1233-5p
hsa-mir-1233-1	0	0	0	NA	NA	MI0006323	MIMAT0005588	hsa-miR-1233-3p
hsa-mir-1236	0	0.13	0.12	NA	NA	MI0006326	MIMAT0022945	hsa-miR-1236-5p
hsa-mir-1236	0	0.13	0.12	NA	NA	MI0006326	MIMAT0005591	hsa-miR-1236-3p
hsa-mir-1237	0.12	0.27	0.16	NA	NA	MI0006327	MIMAT0005592	hsa-miR-1237-3p
hsa-mir-1237	0.12	0.27	0.16	NA	NA	MI0006327	MIMAT0022946	hsa-miR-1237-5p
hsa-mir-1238	0.06	0.08	0.02	NA	NA	MI0006328	MIMAT0022947	hsa-miR-1238-5p
hsa-mir-1238	0.06	0.08	0.02	NA	NA	MI0006328	MIMAT0005593	hsa-miR-1238-3p
hsa-mir-124-1	0.19	0.26	0.07	NA	NA	MI0000443	MIMAT0000422_1	hsa-miR-124-3p
hsa-mir-124-1	0.19	0.26	0.07	NA	NA	MI0000443	MIMAT0004591_1	hsa-miR-124-5p
hsa-mir-1243	-0.01	0.2	0.21	NA	NA	MI0006373	MIMAT0005894	hsa-miR-1243
hsa-mir-1244-1	0.01	0.01	0	NA	NA	MI0006379	MIMAT0005896_2	hsa-miR-1244
hsa-mir-1246	0.06	0.09	0.03	NA	NA	MI0006381	MIMAT0005898	hsa-miR-1246
hsa-mir-1252	0.08	0.14	0.06	NA	NA	MI0006434	MIMAT0026744	hsa-miR-1252-3p
hsa-mir-1252	0.08	0.14	0.06	NA	NA	MI0006434	MIMAT0005944	hsa-miR-1252-5p
hsa-mir-1253	0.01	0.01	0	NA	NA	MI0006387	MIMAT0005904	hsa-miR-1253
hsa-mir-1255b-1	0	0	0	NA	NA	MI0006435	MIMAT0005945_1	hsa-miR-1255b-5p
hsa-mir-1255b-2	0	0	0	NA	NA	MI0006436	MIMAT0022725	hsa-miR-1255b-2-3p
hsa-mir-1256	0.05	0.27	0.23	NA	NA	MI0006390	MIMAT0005907	hsa-miR-1256
hsa-mir-1257	0.08	0.08	0	NA	NA	MI0006391	MIMAT0005908	hsa-miR-1257
hsa-mir-1260b	-0.02	0.18	0.2	NA	NA	MI0014197	MIMAT0015041	hsa-miR-1260b
hsa-mir-1261	0	0	0	NA	NA	MI0006396	MIMAT0005913	hsa-miR-1261
hsa-mir-1263	0	0	0	NA	NA	MI0006398	MIMAT0005915	hsa-miR-1263
hsa-mir-1264	0.03	0.03	0	NA	NA	MI0003758	MIMAT0005791	hsa-miR-1264
hsa-mir-1265	0.09	0.1	0.01	NA	NA	MI0006401	MIMAT0005918	hsa-miR-1265
hsa-mir-1267	0	0.04	0.03	NA	NA	MI0006404	MIMAT0005921	hsa-miR-1267
hsa-mir-1272	0	0	0	NA	NA	MI0006408	MIMAT0005925	hsa-miR-1272
hsa-mir-1273c	0	0.02	0.02	NA	NA	MI0014171	MIMAT0015017	hsa-miR-1273c
hsa-mir-1278	0.05	0.17	0.12	NA	NA	MI0006425	MIMAT0005936	hsa-miR-1278
hsa-mir-1279	0	0	0	NA	NA	MI0006426	MIMAT0005937	hsa-miR-1279
hsa-mir-1281	0	0.02	0.01	NA	NA	MI0006428	MIMAT0005939	hsa-miR-1281
hsa-mir-1282	-0.01	0	0.01	NA	NA	MI0006429	MIMAT0005940	hsa-miR-1282
hsa-mir-1283-1	0.08	0.18	0.11	NA	NA	MI0003832	MIMAT0005799	hsa-miR-1283
hsa-mir-1285-1	0.09	0.13	0.03	NA	NA	MI0006346	MIMAT0005876_1	hsa-miR-1285-3p
hsa-mir-1285-1	0.09	0.13	0.03	NA	NA	MI0006346	MIMAT0022719	hsa-miR-1285-5p
hsa-mir-1286	0.11	0.11	0	NA	NA	MI0006348	MIMAT0005877	hsa-miR-1286
hsa-mir-1289-1	0.11	0.12	0.01	NA	NA	MI0006350	MIMAT0005879	hsa-miR-1289
hsa-mir-1290	0.02	0.02	0	NA	NA	MI0006352	MIMAT0005880	hsa-miR-1290
hsa-mir-1297	0	0	0	NA	NA	MI0006358	MIMAT0005886	hsa-miR-1297
hsa-mir-1298	0.01	0.2	0.2	NA	NA	MI0003938	MIMAT0026641	hsa-miR-1298-3p
hsa-mir-1298	0.01	0.2	0.2	NA	NA	MI0003938	MIMAT0005800	hsa-miR-1298-5p
hsa-mir-1299	0	0	0	NA	NA	MI0006359	MIMAT0005887	hsa-miR-1299
hsa-mir-1302-1	0	0	0	NA	NA	MI0006362	MIMAT0005890_1	hsa-miR-1302
hsa-mir-1303	0.02	0.08	0.06	NA	NA	MI0006370	MIMAT0005891	hsa-miR-1303
hsa-mir-1321	0	0	0	NA	NA	MI0006652	MIMAT0005952	hsa-miR-1321
hsa-mir-1322	0.01	0.02	0.01	NA	NA	MI0006653	MIMAT0005953	hsa-miR-1322
hsa-mir-1323	-0.13	0.27	0.4	NA	NA	MI0003786	MIMAT0005795	hsa-miR-1323
hsa-mir-1324	0	0	0	NA	NA	MI0006657	MIMAT0005956	hsa-miR-1324
hsa-mir-1469	0	0	0	NA	NA	MI0007074	MIMAT0007347	hsa-miR-1469
hsa-mir-1470	0	0	0	NA	NA	MI0007075	MIMAT0007348	hsa-miR-1470
hsa-mir-1471	0	0	0	NA	NA	MI0007076	MIMAT0007349	hsa-miR-1471
hsa-mir-1539	0.09	0.13	0.05	NA	NA	MI0007260	MIMAT0007401	hsa-miR-1539
hsa-mir-1825	0.01	0.01	0	NA	NA	MI0008193	MIMAT0006765	hsa-miR-1825
hsa-mir-1827	0.02	0.02	0	NA	NA	MI0008195	MIMAT0006767	hsa-miR-1827
hsa-mir-1908	0.16	0.18	0.02	NA	NA	MI0008329	MIMAT0007881	hsa-miR-1908-5p
hsa-mir-1908	0.16	0.18	0.02	NA	NA	MI0008329	MIMAT0026916	hsa-miR-1908-3p
hsa-mir-1909	0.12	0.17	0.05	NA	NA	MI0008330	MIMAT0007883	hsa-miR-1909-3p
hsa-mir-1909	0.12	0.17	0.05	NA	NA	MI0008330	MIMAT0007882	hsa-miR-1909-5p
hsa-mir-1911	0.08	0.29	0.21	NA	NA	MI0008332	MIMAT0007886	hsa-miR-1911-3p
hsa-mir-1911	0.08	0.29	0.21	NA	NA	MI0008332	MIMAT0007885	hsa-miR-1911-5p
hsa-mir-1912	0.02	0.06	0.04	NA	NA	MI0008333	MIMAT0037333	hsa-miR-1912-5p
hsa-mir-1912	0.02	0.06	0.04	NA	NA	MI0008333	MIMAT0007887	hsa-miR-1912-3p
hsa-mir-1913	0.01	0.1	0.09	NA	NA	MI0008334	MIMAT0007888	hsa-miR-1913
hsa-mir-1915	0.17	0.17	0	NA	NA	MI0008336	MIMAT0007892	hsa-miR-1915-3p
hsa-mir-1915	0.17	0.17	0	NA	NA	MI0008336	MIMAT0007891	hsa-miR-1915-5p
hsa-mir-1972-1	-0.01	0.01	0.01	NA	NA	MI0009982	MIMAT0009447	hsa-miR-1972
hsa-mir-198	-0.07	0.05	0.13	NA	NA	MI0000240	MIMAT0000228	hsa-miR-198
hsa-mir-2052	0	0	0	NA	NA	MI0010486	MIMAT0009977	hsa-miR-2052
hsa-mir-2053	0	0	0	NA	NA	MI0010487	MIMAT0009978	hsa-miR-2053
hsa-mir-2054	0	0	0	NA	NA	MI0010488	MIMAT0009979	hsa-miR-2054
hsa-mir-208a	-0.04	0.01	0.05	NA	NA	MI0000251	MIMAT0000241	hsa-miR-208a-3p
hsa-mir-208a	-0.04	0.01	0.05	NA	NA	MI0000251	MIMAT0026474	hsa-miR-208a-5p
hsa-mir-208b	-0.1	0.02	0.12	NA	NA	MI0005570	MIMAT0026722	hsa-miR-208b-5p
hsa-mir-208b	-0.1	0.02	0.12	NA	NA	MI0005570	MIMAT0004960	hsa-miR-208b-3p
hsa-mir-211	-0.76	0.32	1.09	NA	NA	MI0000287	MIMAT0000268	hsa-miR-211-5p
hsa-mir-211	-0.76	0.32	1.09	NA	NA	MI0000287	MIMAT0022694	hsa-miR-211-3p
hsa-mir-2113	-0.01	0.03	0.03	NA	NA	MI0003939	MIMAT0009206	hsa-miR-2113
hsa-mir-2117	0.05	0.15	0.1	NA	NA	MI0010636	MIMAT0011162	hsa-miR-2117
hsa-mir-216b	-0.15	0.22	0.37	NA	NA	MI0005569	MIMAT0004959	hsa-miR-216b-5p
hsa-mir-216b	-0.15	0.22	0.37	NA	NA	MI0005569	MIMAT0026721	hsa-miR-216b-3p
hsa-mir-2278	0.09	0.18	0.09	NA	NA	MI0011285	MIMAT0011778	hsa-miR-2278
hsa-mir-2861	-0.02	0.01	0.02	NA	NA	MI0013006	MIMAT0013802	hsa-miR-2861
hsa-mir-2909	0	0	0	NA	NA	MI0013083	MIMAT0013863	hsa-miR-2909
hsa-mir-297	0	0	0	NA	NA	MI0005775	MIMAT0004450	hsa-miR-297
hsa-mir-298	0.01	0.01	0	NA	NA	MI0005523	MIMAT0004901	hsa-miR-298
hsa-mir-300	0	0	0	NA	NA	MI0005525	MIMAT0004903	hsa-miR-300
hsa-mir-302a	-0.01	0.01	0.02	NA	NA	MI0000738	MIMAT0000684	hsa-miR-302a-3p
hsa-mir-302a	-0.01	0.01	0.02	NA	NA	MI0000738	MIMAT0000683	hsa-miR-302a-5p
hsa-mir-302b	0.01	0.01	0	NA	NA	MI0000772	MIMAT0000715	hsa-miR-302b-3p
hsa-mir-302b	0.01	0.01	0	NA	NA	MI0000772	MIMAT0000714	hsa-miR-302b-5p
hsa-mir-302c	0	0	0	NA	NA	MI0000773	MIMAT0000716	hsa-miR-302c-5p
hsa-mir-302c	0	0	0	NA	NA	MI0000773	MIMAT0000717	hsa-miR-302c-3p
hsa-mir-302d	0	0.01	0.01	NA	NA	MI0000774	MIMAT0000718	hsa-miR-302d-3p
hsa-mir-302d	0	0.01	0.01	NA	NA	MI0000774	MIMAT0004685	hsa-miR-302d-5p
hsa-mir-302e	0	0	0	NA	NA	MI0006417	MIMAT0005931	hsa-miR-302e
hsa-mir-302f	0	0	0	NA	NA	MI0006418	MIMAT0005932	hsa-miR-302f
hsa-mir-3115	0.17	0.21	0.04	NA	NA	MI0014127	MIMAT0014977	hsa-miR-3115
hsa-mir-3116-1	0.01	0.03	0.01	NA	NA	MI0014128	MIMAT0014978	hsa-miR-3116
hsa-mir-3118-1	0	0	0	NA	NA	MI0014131	MIMAT0014980_3	hsa-miR-3118
hsa-mir-3119-1	-0.01	0	0.01	NA	NA	MI0014134	MIMAT0014981	hsa-miR-3119
hsa-mir-3120	-0.02	0.04	0.06	NA	NA	MI0014136	MIMAT0014982	hsa-miR-3120-3p
hsa-mir-3120	-0.02	0.04	0.06	NA	NA	MI0014136	MIMAT0019198	hsa-miR-3120-5p
hsa-mir-3121	0.06	0.06	0	NA	NA	MI0014137	MIMAT0014983	hsa-miR-3121-3p
hsa-mir-3121	0.06	0.06	0	NA	NA	MI0014137	MIMAT0019199	hsa-miR-3121-5p
hsa-mir-3122	0.01	0.01	0	NA	NA	MI0014138	MIMAT0014984	hsa-miR-3122
hsa-mir-3123	0	0	0	NA	NA	MI0014139	MIMAT0014985	hsa-miR-3123
hsa-mir-3124	0.16	0.29	0.14	NA	NA	MI0014140	MIMAT0019200	hsa-miR-3124-3p
hsa-mir-3124	0.16	0.29	0.14	NA	NA	MI0014140	MIMAT0014986	hsa-miR-3124-5p
hsa-mir-3125	0.04	0.14	0.1	NA	NA	MI0014142	MIMAT0014988	hsa-miR-3125
hsa-mir-3128	0.02	0.07	0.05	NA	NA	MI0014145	MIMAT0014991	hsa-miR-3128
hsa-mir-3131	0.06	0.12	0.06	NA	NA	MI0014151	MIMAT0014996	hsa-miR-3131
hsa-mir-3132	0.11	0.14	0.03	NA	NA	MI0014152	MIMAT0014997	hsa-miR-3132
hsa-mir-3133	0.04	0.04	0	NA	NA	MI0014153	MIMAT0014998	hsa-miR-3133
hsa-mir-3134	0	0	0	NA	NA	MI0014155	MIMAT0015000	hsa-miR-3134
hsa-mir-3137	0.05	0.22	0.17	NA	NA	MI0014160	MIMAT0015005	hsa-miR-3137
hsa-mir-3139	0.13	0.14	0.01	NA	NA	MI0014162	MIMAT0015007	hsa-miR-3139
hsa-mir-3141	0	0	0	NA	NA	MI0014165	MIMAT0015010	hsa-miR-3141
hsa-mir-3142	0.01	0.01	0	NA	NA	MI0014166	MIMAT0015011	hsa-miR-3142
hsa-mir-3144	-0.01	0.17	0.18	NA	NA	MI0014169	MIMAT0015014	hsa-miR-3144-5p
hsa-mir-3144	-0.01	0.17	0.18	NA	NA	MI0014169	MIMAT0015015	hsa-miR-3144-3p
hsa-mir-3145	0.15	0.23	0.08	NA	NA	MI0014170	MIMAT0019205	hsa-miR-3145-5p
hsa-mir-3145	0.15	0.23	0.08	NA	NA	MI0014170	MIMAT0015016	hsa-miR-3145-3p
hsa-mir-3146	0.08	0.15	0.07	NA	NA	MI0014172	MIMAT0015018	hsa-miR-3146
hsa-mir-3147	0	0	0	NA	NA	MI0014173	MIMAT0015019	hsa-miR-3147
hsa-mir-3148	0.03	0.05	0.01	NA	NA	MI0014175	MIMAT0015021	hsa-miR-3148
hsa-mir-3149	0.08	0.15	0.07	NA	NA	MI0014176	MIMAT0015022	hsa-miR-3149
hsa-mir-3151	0.03	0.06	0.03	NA	NA	MI0014178	MIMAT0027026	hsa-miR-3151-3p
hsa-mir-3151	0.03	0.06	0.03	NA	NA	MI0014178	MIMAT0015024	hsa-miR-3151-5p
hsa-mir-3153	0.02	0.02	0	NA	NA	MI0014180	MIMAT0015026	hsa-miR-3153
hsa-mir-3154	-0.01	0.29	0.3	NA	NA	MI0014182	MIMAT0015028	hsa-miR-3154
hsa-mir-3159	0.08	0.08	0	NA	NA	MI0014188	MIMAT0015033	hsa-miR-3159
hsa-mir-3160-1	0.09	0.1	0.01	NA	NA	MI0014189	MIMAT0019212	hsa-miR-3160-5p
hsa-mir-3160-1	0.09	0.1	0.01	NA	NA	MI0014189	MIMAT0015034	hsa-miR-3160-3p
hsa-mir-3162	0.02	0.03	0.01	NA	NA	MI0014192	MIMAT0015036	hsa-miR-3162-5p
hsa-mir-3162	0.02	0.03	0.01	NA	NA	MI0014192	MIMAT0019213	hsa-miR-3162-3p
hsa-mir-3163	-0.02	0.03	0.05	NA	NA	MI0014193	MIMAT0015037	hsa-miR-3163
hsa-mir-3164	0.07	0.09	0.02	NA	NA	MI0014194	MIMAT0015038	hsa-miR-3164
hsa-mir-3165	0.05	0.05	0	NA	NA	MI0014195	MIMAT0015039	hsa-miR-3165
hsa-mir-3166	0.13	0.21	0.08	NA	NA	MI0014196	MIMAT0015040	hsa-miR-3166
hsa-mir-3167	-0.02	0.01	0.02	NA	NA	MI0014198	MIMAT0015042	hsa-miR-3167
hsa-mir-3168	0.01	0.03	0.02	NA	NA	MI0014199	MIMAT0015043	hsa-miR-3168
hsa-mir-3169	0	0	0	NA	NA	MI0014200	MIMAT0015044	hsa-miR-3169
hsa-mir-3171	0.02	0.02	0	NA	NA	MI0014202	MIMAT0015046	hsa-miR-3171
hsa-mir-3175	0.06	0.1	0.03	NA	NA	MI0014209	MIMAT0015052	hsa-miR-3175
hsa-mir-3177	0.24	0.32	0.09	NA	NA	MI0014211	MIMAT0019215	hsa-miR-3177-5p
hsa-mir-3177	0.24	0.32	0.09	NA	NA	MI0014211	MIMAT0015054	hsa-miR-3177-3p
hsa-mir-3179-1	0.01	0.03	0.02	NA	NA	MI0014213	MIMAT0015056	hsa-miR-3179
hsa-mir-3180-1	0	0	0	NA	NA	MI0014214	MIMAT0015058	hsa-miR-3180-3p
hsa-mir-3180-1	0	0	0	NA	NA	MI0014214	MIMAT0015057	hsa-miR-3180-5p
hsa-mir-3180-4	0.1	0.13	0.02	NA	NA	MI0016408	MIMAT0018178_1	hsa-miR-3180
hsa-mir-3181	0.07	0.1	0.02	NA	NA	MI0014223	MIMAT0015061	hsa-miR-3181
hsa-mir-3182	0	0	0	NA	NA	MI0014224	MIMAT0015062	hsa-miR-3182
hsa-mir-3183	0.17	0.22	0.05	NA	NA	MI0014225	MIMAT0015063	hsa-miR-3183
hsa-mir-3184	0.02	0.02	0	NA	NA	MI0014226	MIMAT0015064	hsa-miR-3184-5p
hsa-mir-3184	0.02	0.02	0	NA	NA	MI0014226	MIMAT0022731	hsa-miR-3184-3p
hsa-mir-3185	0	0	0	NA	NA	MI0014227	MIMAT0015065	hsa-miR-3185
hsa-mir-3186	0.07	0.07	0	NA	NA	MI0014229	MIMAT0015067	hsa-miR-3186-5p
hsa-mir-3186	0.07	0.07	0	NA	NA	MI0014229	MIMAT0015068	hsa-miR-3186-3p
hsa-mir-3189	0.17	0.25	0.08	NA	NA	MI0014233	MIMAT0015071	hsa-miR-3189-3p
hsa-mir-3189	0.17	0.25	0.08	NA	NA	MI0014233	MIMAT0019217	hsa-miR-3189-5p
hsa-mir-3192	0.06	0.28	0.22	NA	NA	MI0014237	MIMAT0027027	hsa-miR-3192-3p
hsa-mir-3192	0.06	0.28	0.22	NA	NA	MI0014237	MIMAT0015076	hsa-miR-3192-5p
hsa-mir-3195	-0.06	0.18	0.24	NA	NA	MI0014240	MIMAT0015079	hsa-miR-3195
hsa-mir-3196	0.03	0.05	0.02	NA	NA	MI0014241	MIMAT0015080	hsa-miR-3196
hsa-mir-3197	-0.01	0.03	0.04	NA	NA	MI0014245	MIMAT0015082	hsa-miR-3197
hsa-mir-3201	0	0	0	NA	NA	MI0014250	MIMAT0015086	hsa-miR-3201
hsa-mir-3202-1	0.06	0.06	0	NA	NA	MI0014252	MIMAT0015089	hsa-miR-3202
hsa-mir-325	0	0	0	NA	NA	MI0000824	MIMAT0000771	hsa-miR-325
hsa-mir-3606	0	0.09	0.09	NA	NA	MI0015996	MIMAT0017983	hsa-miR-3606-5p
hsa-mir-3606	0	0.09	0.09	NA	NA	MI0015996	MIMAT0022965	hsa-miR-3606-3p
hsa-mir-3611	0.16	0.24	0.08	NA	NA	MI0016001	MIMAT0017988	hsa-miR-3611
hsa-mir-3612	-0.42	0.04	0.46	NA	NA	MI0016002	MIMAT0017989	hsa-miR-3612
hsa-mir-3616	-0.02	0.28	0.3	NA	NA	MI0016006	MIMAT0017995	hsa-miR-3616-5p
hsa-mir-3616	-0.02	0.28	0.3	NA	NA	MI0016006	MIMAT0017996	hsa-miR-3616-3p
hsa-mir-3617	0.12	0.16	0.05	NA	NA	MI0016007	MIMAT0022966	hsa-miR-3617-3p
hsa-mir-3617	0.12	0.16	0.05	NA	NA	MI0016007	MIMAT0017997	hsa-miR-3617-5p
hsa-mir-3618	0.23	0.32	0.09	NA	NA	MI0016008	MIMAT0017998	hsa-miR-3618
hsa-mir-3621	0.02	0.02	0	NA	NA	MI0016012	MIMAT0018002	hsa-miR-3621
hsa-mir-3622b	0.07	0.21	0.14	NA	NA	MI0016014	MIMAT0018005	hsa-miR-3622b-5p
hsa-mir-3622b	0.07	0.21	0.14	NA	NA	MI0016014	MIMAT0018006	hsa-miR-3622b-3p
hsa-mir-3646	0.02	0.03	0.01	NA	NA	MI0016046	MIMAT0018065	hsa-miR-3646
hsa-mir-3649	0	0	0	NA	NA	MI0016049	MIMAT0018069	hsa-miR-3649
