Precursor	logFC	mean_cancer	mean_normal	ttest_pvalue	BH.adjusted_pvalues	Precursor.ID	miRNA.ID	miRNA.name
hsa-mir-215	-0.97	4.01	4.97	9.53762730070864e-08	2.1409357485135e-07	MI0000291	MIMAT0026476	hsa-miR-215-3p
hsa-mir-1271	-0.71	3.34	4.05	9.77344085862603e-08	2.18465148604582e-07	MI0003814	MIMAT0005796	hsa-miR-1271-5p
hsa-mir-1271	-0.71	3.34	4.05	9.77344085862603e-08	2.18465148604582e-07	MI0003814	MIMAT0022712	hsa-miR-1271-3p
hsa-mir-539	-0.8	4.68	5.48	1.63154225905693e-07	3.63171749714765e-07	MI0003514	MIMAT0003163	hsa-miR-539-5p
hsa-mir-539	-0.8	4.68	5.48	1.63154225905693e-07	3.63171749714765e-07	MI0003514	MIMAT0022705	hsa-miR-539-3p
hsa-mir-20b	1.11	6.2	5.1	1.78583938964629e-07	3.95861064704928e-07	MI0001519	MIMAT0004752	hsa-miR-20b-3p
hsa-mir-20b	1.11	6.2	5.1	1.78583938964629e-07	3.95861064704928e-07	MI0001519	MIMAT0001413	hsa-miR-20b-5p
hsa-mir-218-2	-0.68	7.03	7.7	1.92225109769961e-07	4.24330947707964e-07	MI0000295	MIMAT0004566	hsa-miR-218-2-3p
hsa-mir-218-2	-0.68	7.03	7.7	1.92225109769961e-07	4.24330947707964e-07	MI0000295	MIMAT0000275_1	hsa-miR-218-5p
hsa-mir-484	0.69	8.22	7.53	2.34372755383052e-07	5.15232668858609e-07	MI0002468	MIMAT0002174	hsa-miR-484
hsa-mir-135b	1.04	4.12	3.08	2.71794882991675e-07	5.95040649183421e-07	MI0000810	MIMAT0004698	hsa-miR-135b-3p
hsa-mir-135b	1.04	4.12	3.08	2.71794882991675e-07	5.95040649183421e-07	MI0000810	MIMAT0000758	hsa-miR-135b-5p
hsa-mir-1288	0.52	1.47	0.95	2.92716242669812e-07	6.38217381558771e-07	MI0006432	MIMAT0005942	hsa-miR-1288-3p
hsa-mir-1288	0.52	1.47	0.95	2.92716242669812e-07	6.38217381558771e-07	MI0006432	MIMAT0026743	hsa-miR-1288-5p
hsa-mir-3651	0.65	1.9	1.26	3.86314459758209e-07	8.38854255474967e-07	MI0016051	MIMAT0018071	hsa-miR-3651
hsa-mir-3928	0.73	2.67	1.94	4.02324703132468e-07	8.70068057180784e-07	MI0016438	MIMAT0018205	hsa-miR-3928-3p
hsa-mir-3928	0.73	2.67	1.94	4.02324703132468e-07	8.70068057180784e-07	MI0016438	MIMAT0027037	hsa-miR-3928-5p
hsa-mir-376c	-0.84	3.85	4.68	4.36016556749741e-07	9.39112583768673e-07	MI0000776	MIMAT0022861	hsa-miR-376c-5p
hsa-mir-376c	-0.84	3.85	4.68	4.36016556749741e-07	9.39112583768673e-07	MI0000776	MIMAT0000720	hsa-miR-376c-3p
hsa-mir-3191	0.47	1.13	0.66	5.16726183399072e-07	1.10846100632382e-06	MI0014236	MIMAT0015075	hsa-miR-3191-3p
hsa-mir-3191	0.47	1.13	0.66	5.16726183399072e-07	1.10846100632382e-06	MI0014236	MIMAT0022732	hsa-miR-3191-5p
hsa-mir-29b-2	0.66	10.2	9.54	5.3397705256367e-07	1.14086663439306e-06	MI0000107	MIMAT0004515	hsa-miR-29b-2-5p
hsa-mir-548d-1	0.26	0.39	0.13	7.50440829586183e-07	1.59057578223048e-06	MI0003668	MIMAT0003323_1	hsa-miR-548d-3p
hsa-mir-548d-1	0.26	0.39	0.13	7.50440829586183e-07	1.59057578223048e-06	MI0003668	MIMAT0004812_1	hsa-miR-548d-5p
hsa-mir-329-2	-0.6	1.13	1.73	7.54800518564255e-07	1.59346776141343e-06	MI0001726	MIMAT0001629_1	hsa-miR-329-3p
hsa-mir-329-2	-0.6	1.13	1.73	7.54800518564255e-07	1.59346776141343e-06	MI0001726	MIMAT0026555_1	hsa-miR-329-5p
hsa-mir-654	-0.85	5.99	6.84	7.58280311700126e-07	1.59448666333781e-06	MI0003676	MIMAT0003330	hsa-miR-654-5p
hsa-mir-654	-0.85	5.99	6.84	7.58280311700126e-07	1.59448666333781e-06	MI0003676	MIMAT0004814	hsa-miR-654-3p
hsa-let-7e	0.59	12.1	11.5	7.6871872536474e-07	1.61007229092142e-06	MI0000066	MIMAT0004485	hsa-let-7e-3p
hsa-let-7e	0.59	12.1	11.5	7.6871872536474e-07	1.61007229092142e-06	MI0000066	MIMAT0000066	hsa-let-7e-5p
hsa-mir-522	0.42	0.73	0.31	7.99397744289451e-07	1.66776313710584e-06	MI0003177	MIMAT0002868	hsa-miR-522-3p
hsa-mir-522	0.42	0.73	0.31	7.99397744289451e-07	1.66776313710584e-06	MI0003177	MIMAT0005451	hsa-miR-522-5p
hsa-mir-28	-0.46	13.82	14.28	8.15306763757851e-07	1.69430936843428e-06	MI0000086	MIMAT0004502	hsa-miR-28-3p
hsa-mir-28	-0.46	13.82	14.28	8.15306763757851e-07	1.69430936843428e-06	MI0000086	MIMAT0000085	hsa-miR-28-5p
hsa-mir-27a	0.64	11.92	11.29	9.23927202268941e-07	1.9125652591715e-06	MI0000085	MIMAT0000084	hsa-miR-27a-3p
hsa-mir-27a	0.64	11.92	11.29	9.23927202268941e-07	1.9125652591715e-06	MI0000085	MIMAT0004501	hsa-miR-27a-5p
hsa-mir-3942	0.37	0.72	0.35	9.38619043319154e-07	1.93544701955733e-06	MI0016599	MIMAT0019230	hsa-miR-3942-3p
hsa-mir-3942	0.37	0.72	0.35	9.38619043319154e-07	1.93544701955733e-06	MI0016599	MIMAT0018358	hsa-miR-3942-5p
hsa-mir-16-1	0.82	10.87	10.05	9.57961099550722e-07	1.96770388015824e-06	MI0000070	MIMAT0004489	hsa-miR-16-1-3p
hsa-mir-16-1	0.82	10.87	10.05	9.57961099550722e-07	1.96770388015824e-06	MI0000070	MIMAT0000069	hsa-miR-16-5p
hsa-mir-758	-0.66	5.87	6.53	1.2908764628161e-06	2.64133183930063e-06	MI0003757	MIMAT0022929	hsa-miR-758-5p
hsa-mir-758	-0.66	5.87	6.53	1.2908764628161e-06	2.64133183930063e-06	MI0003757	MIMAT0003879	hsa-miR-758-3p
hsa-mir-1229	0.58	1.6	1.02	1.42975082211185e-06	2.90344958769419e-06	MI0006319	MIMAT0022942	hsa-miR-1229-5p
hsa-mir-1229	0.58	1.6	1.02	1.42975082211185e-06	2.90344958769419e-06	MI0006319	MIMAT0005584	hsa-miR-1229-3p
hsa-mir-1538	0.39	0.8	0.42	1.42989434581932e-06	2.90344958769419e-06	MI0007259	MIMAT0007400	hsa-miR-1538
hsa-mir-579	0.55	1.44	0.89	1.46460071951452e-06	2.96261438320048e-06	MI0003586	MIMAT0026616	hsa-miR-579-5p
hsa-mir-579	0.55	1.44	0.89	1.46460071951452e-06	2.96261438320048e-06	MI0003586	MIMAT0003244	hsa-miR-579-3p
hsa-mir-3912	0.57	1.93	1.36	1.49465410724795e-06	3.01195448884813e-06	MI0016416	MIMAT0027036	hsa-miR-3912-5p
hsa-mir-3912	0.57	1.93	1.36	1.49465410724795e-06	3.01195448884813e-06	MI0016416	MIMAT0018186	hsa-miR-3912-3p
hsa-mir-138-2	0.45	1.09	0.65	1.75621787546357e-06	3.51243575092713e-06	MI0000455	MIMAT0000430	hsa-miR-138-5p
hsa-mir-138-2	0.45	1.09	0.65	1.75621787546357e-06	3.51243575092713e-06	MI0000455	MIMAT0004596	hsa-miR-138-2-3p
hsa-mir-134	-0.6	10.11	10.71	1.86788188181397e-06	3.72177213904506e-06	MI0000474	MIMAT0000447	hsa-miR-134-5p
hsa-mir-134	-0.6	10.11	10.71	1.86788188181397e-06	3.72177213904506e-06	MI0000474	MIMAT0026481	hsa-miR-134-3p
hsa-mir-431	-0.65	5.06	5.71	2.29797689556194e-06	4.54469780088831e-06	MI0001721	MIMAT0004757	hsa-miR-431-3p
hsa-mir-431	-0.65	5.06	5.71	2.29797689556194e-06	4.54469780088831e-06	MI0001721	MIMAT0001625	hsa-miR-431-5p
hsa-mir-3620	0.31	0.63	0.32	2.33258659786147e-06	4.59605951874926e-06	MI0016011	MIMAT0018001	hsa-miR-3620-3p
hsa-mir-3620	0.31	0.63	0.32	2.33258659786147e-06	4.59605951874926e-06	MI0016011	MIMAT0022967	hsa-miR-3620-5p
hsa-mir-324	0.62	7.26	6.64	2.36838846739361e-06	4.6493825263963e-06	MI0000813	MIMAT0000762	hsa-miR-324-3p
hsa-mir-324	0.62	7.26	6.64	2.36838846739361e-06	4.6493825263963e-06	MI0000813	MIMAT0000761	hsa-miR-324-5p
hsa-mir-101-2	-0.6	7.19	7.79	2.40032310476926e-06	4.69474960197516e-06	MI0000739	MIMAT0037312	hsa-miR-101-2-5p
hsa-mir-101-2	-0.6	7.19	7.79	2.40032310476926e-06	4.69474960197516e-06	MI0000739	MIMAT0000099_1	hsa-miR-101-3p
hsa-mir-374a	0.66	11.44	10.78	3.03781053759146e-06	5.919835919409e-06	MI0000782	MIMAT0000727	hsa-miR-374a-5p
hsa-mir-374a	0.66	11.44	10.78	3.03781053759146e-06	5.919835919409e-06	MI0000782	MIMAT0004688	hsa-miR-374a-3p
hsa-mir-552	0.35	0.66	0.31	4.2540895927041e-06	8.22972968479484e-06	MI0003557	MIMAT0003215	hsa-miR-552-3p
hsa-mir-552	0.35	0.66	0.31	4.2540895927041e-06	8.22972968479484e-06	MI0003557	MIMAT0026615	hsa-miR-552-5p
hsa-mir-206	-1.38	0.69	2.06	5.04674924587555e-06	9.69267364189818e-06	MI0000490	MIMAT0000462	hsa-miR-206
hsa-mir-500b	0.58	3.88	3.3	5.68399410342021e-06	1.08651586473968e-05	MI0015903	MIMAT0016925	hsa-miR-500b-5p
hsa-mir-500b	0.58	3.88	3.3	5.68399410342021e-06	1.08651586473968e-05	MI0015903	MIMAT0027032	hsa-miR-500b-3p
hsa-mir-491	-0.53	3.72	4.25	5.69808132072125e-06	1.08651586473968e-05	MI0003126	MIMAT0004765	hsa-miR-491-3p
hsa-mir-491	-0.53	3.72	4.25	5.69808132072125e-06	1.08651586473968e-05	MI0003126	MIMAT0002807	hsa-miR-491-5p
hsa-let-7f-1	0.5	6.42	5.92	5.87906050344316e-06	1.1170214956542e-05	MI0000067	MIMAT0004486	hsa-let-7f-1-3p
hsa-let-7f-1	0.5	6.42	5.92	5.87906050344316e-06	1.1170214956542e-05	MI0000067	MIMAT0000067	hsa-let-7f-5p
hsa-mir-133b	-1.11	0.75	1.86	5.90970631164096e-06	1.11884831238185e-05	MI0000822	MIMAT0000770	hsa-miR-133b
hsa-mir-520g	-0.51	0.45	0.96	5.97898803155231e-06	1.127950933612e-05	MI0003166	MIMAT0026611	hsa-miR-520g-5p
hsa-mir-520g	-0.51	0.45	0.96	5.97898803155231e-06	1.127950933612e-05	MI0003166	MIMAT0002858	hsa-miR-520g-3p
hsa-mir-636	0.42	0.9	0.48	6.77371351151106e-06	1.27336239863035e-05	MI0003651	MIMAT0003306	hsa-miR-636
hsa-mir-411	-0.69	4.36	5.04	1.01010803883792e-05	1.89217421359779e-05	MI0003675	MIMAT0004813	hsa-miR-411-3p
hsa-mir-411	-0.69	4.36	5.04	1.01010803883792e-05	1.89217421359779e-05	MI0003675	MIMAT0003329	hsa-miR-411-5p
hsa-mir-487a	-0.66	2.33	3	1.06321785053712e-05	1.98467332100262e-05	MI0002471	MIMAT0026559	hsa-miR-487a-5p
hsa-mir-487a	-0.66	2.33	3	1.06321785053712e-05	1.98467332100262e-05	MI0002471	MIMAT0002178	hsa-miR-487a-3p
hsa-mir-1976	0.6	5.15	4.55	1.09690779190321e-05	2.03726343967223e-05	MI0009986	MIMAT0009451	hsa-miR-1976
hsa-mir-500a	0.49	9.52	9.03	1.09905001350739e-05	2.03726343967223e-05	MI0003184	MIMAT0002871	hsa-miR-500a-3p
hsa-mir-500a	0.49	9.52	9.03	1.09905001350739e-05	2.03726343967223e-05	MI0003184	MIMAT0004773	hsa-miR-500a-5p
hsa-mir-487b	-0.62	4.01	4.63	1.20933953061106e-05	2.23391885515654e-05	MI0003530	MIMAT0026614	hsa-miR-487b-5p
hsa-mir-487b	-0.62	4.01	4.63	1.20933953061106e-05	2.23391885515654e-05	MI0003530	MIMAT0003180	hsa-miR-487b-3p
hsa-mir-1181	0.36	0.77	0.41	1.39747809073328e-05	2.57252022238791e-05	MI0006274	MIMAT0005826	hsa-miR-1181
hsa-mir-205	-1.36	12.04	13.4	1.42465760733148e-05	2.61350981758741e-05	MI0000285	MIMAT0000266	hsa-miR-205-5p
hsa-mir-205	-1.36	12.04	13.4	1.42465760733148e-05	2.61350981758741e-05	MI0000285	MIMAT0009197	hsa-miR-205-3p
hsa-mir-320b-2	0.64	4.21	3.57	1.4475545618992e-05	2.64638840869544e-05	MI0003839	MIMAT0005792_1	hsa-miR-320b
hsa-mir-1305	0.27	0.5	0.23	1.59979572157353e-05	2.9047485456557e-05	MI0006372	MIMAT0005893	hsa-miR-1305
hsa-mir-3074	0.55	5.24	4.69	1.63845764535849e-05	2.96482812017251e-05	MI0014181	MIMAT0019208	hsa-miR-3074-5p
hsa-mir-3074	0.55	5.24	4.69	1.63845764535849e-05	2.96482812017251e-05	MI0014181	MIMAT0015027	hsa-miR-3074-3p
hsa-mir-3140	0.24	0.43	0.19	1.69213259532206e-05	3.05157471427572e-05	MI0014163	MIMAT0019204	hsa-miR-3140-5p
hsa-mir-3140	0.24	0.43	0.19	1.69213259532206e-05	3.05157471427572e-05	MI0014163	MIMAT0015008	hsa-miR-3140-3p
hsa-mir-944	-0.73	2.31	3.04	1.75522427915649e-05	3.15465985307856e-05	MI0005769	MIMAT0004987	hsa-miR-944
hsa-mir-2277	0.58	2.17	1.59	2.01811478460912e-05	3.614939614182e-05	MI0011284	MIMAT0011777	hsa-miR-2277-3p
hsa-mir-2277	0.58	2.17	1.59	2.01811478460912e-05	3.614939614182e-05	MI0011284	MIMAT0017352	hsa-miR-2277-5p
hsa-mir-625	0.43	9.64	9.21	2.42839515414517e-05	4.33525577854104e-05	MI0003639	MIMAT0003294	hsa-miR-625-5p
hsa-mir-625	0.43	9.64	9.21	2.42839515414517e-05	4.33525577854104e-05	MI0003639	MIMAT0004808	hsa-miR-625-3p
hsa-mir-765	0.31	0.69	0.38	2.46688189868963e-05	4.38923468261834e-05	MI0005116	MIMAT0003945	hsa-miR-765
hsa-mir-370	-0.58	5	5.58	2.71133278969882e-05	4.80809681373257e-05	MI0000778	MIMAT0000722	hsa-miR-370-3p
hsa-mir-370	-0.58	5	5.58	2.71133278969882e-05	4.80809681373257e-05	MI0000778	MIMAT0026483	hsa-miR-370-5p
hsa-mir-202	-0.66	1.72	2.37	3.15516550241699e-05	5.55810611684053e-05	MI0003130	MIMAT0002811	hsa-miR-202-3p
hsa-mir-202	-0.66	1.72	2.37	3.15516550241699e-05	5.55810611684053e-05	MI0003130	MIMAT0002810	hsa-miR-202-5p
hsa-mir-520a	-0.53	1.07	1.6	3.85087209988663e-05	6.76126718527949e-05	MI0003149	MIMAT0002834	hsa-miR-520a-3p
hsa-mir-520a	-0.53	1.07	1.6	3.85087209988663e-05	6.76126718527949e-05	MI0003149	MIMAT0002833	hsa-miR-520a-5p
hsa-mir-3944	0.31	0.7	0.39	3.92397403287583e-05	6.8669545575327e-05	MI0016601	MIMAT0019231	hsa-miR-3944-5p
hsa-mir-3944	0.31	0.7	0.39	3.92397403287583e-05	6.8669545575327e-05	MI0016601	MIMAT0018360	hsa-miR-3944-3p
hsa-mir-1296	-0.49	4.42	4.91	3.94332228143157e-05	6.87818837285769e-05	MI0003780	MIMAT0005794	hsa-miR-1296-5p
hsa-mir-1296	-0.49	4.42	4.91	3.94332228143157e-05	6.87818837285769e-05	MI0003780	MIMAT0026637	hsa-miR-1296-3p
hsa-mir-149	0.58	8.32	7.74	3.9883314657872e-05	6.9339618947673e-05	MI0000478	MIMAT0004609	hsa-miR-149-3p
hsa-mir-149	0.58	8.32	7.74	3.9883314657872e-05	6.9339618947673e-05	MI0000478	MIMAT0000450	hsa-miR-149-5p
hsa-mir-548v	0.47	2.2	1.73	4.25615344731583e-05	7.37548414974601e-05	MI0014174	MIMAT0015020	hsa-miR-548v
hsa-mir-744	0.44	7.13	6.69	4.36597813804085e-05	7.54123496570693e-05	MI0005559	MIMAT0004946	hsa-miR-744-3p
hsa-mir-744	0.44	7.13	6.69	4.36597813804085e-05	7.54123496570693e-05	MI0005559	MIMAT0004945	hsa-miR-744-5p
hsa-mir-519d	-0.46	0.35	0.81	4.80078529103821e-05	8.26542969201401e-05	MI0003162	MIMAT0002853	hsa-miR-519d-3p
hsa-mir-519d	-0.46	0.35	0.81	4.80078529103821e-05	8.26542969201401e-05	MI0003162	MIMAT0026610	hsa-miR-519d-5p
hsa-mir-488	-0.53	0.75	1.27	5.04329993978332e-05	8.6549534450475e-05	MI0003123	MIMAT0004763	hsa-miR-488-3p
hsa-mir-488	-0.53	0.75	1.27	5.04329993978332e-05	8.6549534450475e-05	MI0003123	MIMAT0002804	hsa-miR-488-5p
hsa-mir-485	-0.58	3.87	4.45	5.38387126014695e-05	9.20970903665009e-05	MI0002469	MIMAT0002176	hsa-miR-485-3p
hsa-mir-485	-0.58	3.87	4.45	5.38387126014695e-05	9.20970903665009e-05	MI0002469	MIMAT0002175	hsa-miR-485-5p
hsa-mir-4286	-0.44	0.44	0.87	6.17299011063385e-05	0.000105257395476193	MI0015894	MIMAT0016916	hsa-miR-4286
hsa-mir-10a	-0.45	16.35	16.8	6.7008671258441e-05	0.000113530614998378	MI0000266	MIMAT0004555	hsa-miR-10a-3p
hsa-mir-10a	-0.45	16.35	16.8	6.7008671258441e-05	0.000113530614998378	MI0000266	MIMAT0000253	hsa-miR-10a-5p
hsa-mir-3622a	-0.47	0.57	1.04	6.73232530189221e-05	0.000113701493987513	MI0016013	MIMAT0018003	hsa-miR-3622a-5p
hsa-mir-3622a	-0.47	0.57	1.04	6.73232530189221e-05	0.000113701493987513	MI0016013	MIMAT0018004	hsa-miR-3622a-3p
hsa-mir-517b	-0.58	0.81	1.39	7.30450924249263e-05	0.000122928548192591	MI0003165	MIMAT0002851_1	hsa-miR-517-5p
hsa-mir-517b	-0.58	0.81	1.39	7.30450924249263e-05	0.000122928548192591	MI0003165	MIMAT0002857	hsa-miR-517b-3p
hsa-mir-517a	-0.58	0.81	1.39	7.32487777764122e-05	0.000122928548192591	MI0003161	MIMAT0002852	hsa-miR-517a-3p
hsa-mir-3136	0.46	1.31	0.85	7.56080119783235e-05	0.00012648887538512	MI0014158	MIMAT0015003	hsa-miR-3136-5p
hsa-mir-3136	0.46	1.31	0.85	7.56080119783235e-05	0.00012648887538512	MI0014158	MIMAT0019203	hsa-miR-3136-3p
hsa-mir-34a	0.48	8.98	8.5	8.86690502839468e-05	0.000147874403608338	MI0000268	MIMAT0000255	hsa-miR-34a-5p
hsa-mir-34a	0.48	8.98	8.5	8.86690502839468e-05	0.000147874403608338	MI0000268	MIMAT0004557	hsa-miR-34a-3p
hsa-mir-520h	-0.36	0.32	0.68	8.97963807744023e-05	0.000149286483037444	MI0003175	MIMAT0002867	hsa-miR-520h
hsa-mir-502	0.48	4.78	4.3	9.9333318551091e-05	0.000164627182146979	MI0003186	MIMAT0004775	hsa-miR-502-3p
hsa-mir-502	0.48	4.78	4.3	9.9333318551091e-05	0.000164627182146979	MI0003186	MIMAT0002873	hsa-miR-502-5p
hsa-mir-518b	-0.51	0.67	1.19	9.97620143226567e-05	0.000164824197576563	MI0003156	MIMAT0002844	hsa-miR-518b
hsa-mir-450a-1	0.59	4.2	3.61	0.000103885966490898	0.000170870086123046	MI0001652	MIMAT0022700	hsa-miR-450a-1-3p
hsa-mir-450a-1	0.59	4.2	3.61	0.000103885966490898	0.000170870086123046	MI0001652	MIMAT0001545	hsa-miR-450a-5p
hsa-mir-150	-0.49	10.93	11.42	0.000104063736661404	0.000170870086123046	MI0000479	MIMAT0004610	hsa-miR-150-3p
hsa-mir-150	-0.49	10.93	11.42	0.000104063736661404	0.000170870086123046	MI0000479	MIMAT0000451	hsa-miR-150-5p
hsa-mir-16-2	0.71	5.09	4.38	0.000111981335334874	0.000183304831994317	MI0000115	MIMAT0004518	hsa-miR-16-2-3p
hsa-mir-655	-0.59	3.02	3.61	0.000116076570440843	0.000189425568940272	MI0003677	MIMAT0026626	hsa-miR-655-5p
hsa-mir-655	-0.59	3.02	3.61	0.000116076570440843	0.000189425568940272	MI0003677	MIMAT0003331	hsa-miR-655-3p
hsa-mir-223	-0.6	8.46	9.06	0.000122587871008799	0.000199439594424101	MI0000300	MIMAT0004570	hsa-miR-223-5p
hsa-mir-223	-0.6	8.46	9.06	0.000122587871008799	0.000199439594424101	MI0000300	MIMAT0000280	hsa-miR-223-3p
hsa-mir-501	0.4	7.16	6.76	0.000155826601393877	0.000252743146163239	MI0003185	MIMAT0004774	hsa-miR-501-3p
hsa-mir-501	0.4	7.16	6.76	0.000155826601393877	0.000252743146163239	MI0003185	MIMAT0002872	hsa-miR-501-5p
hsa-mir-618	0.41	1.37	0.97	0.000160603892853761	0.000258783652364766	MI0003632	MIMAT0003287	hsa-miR-618
hsa-mir-376a-2	-0.57	1.18	1.75	0.000160896913039219	0.000258783652364766	MI0003529	MIMAT0000729	hsa-miR-376a-3p
hsa-mir-376a-2	-0.57	1.18	1.75	0.000160896913039219	0.000258783652364766	MI0003529	MIMAT0022928	hsa-miR-376a-2-5p
hsa-mir-19b-2	0.48	8.62	8.13	0.000161010129572815	0.000258783652364766	MI0000075	MIMAT0004492	hsa-miR-19b-2-5p
hsa-mir-154	-0.55	4.44	5	0.000172799162110254	0.000276895042899563	MI0000480	MIMAT0000453	hsa-miR-154-3p
hsa-mir-154	-0.55	4.44	5	0.000172799162110254	0.000276895042899563	MI0000480	MIMAT0000452	hsa-miR-154-5p
hsa-mir-508	0.54	4.33	3.79	0.000219511152889157	0.000350690490501596	MI0003195	MIMAT0004778	hsa-miR-508-5p
hsa-mir-508	0.54	4.33	3.79	0.000219511152889157	0.000350690490501596	MI0003195	MIMAT0002880	hsa-miR-508-3p
hsa-mir-1248	0.5	2.49	1.99	0.000224983234120952	0.00035835652859984	MI0006383	MIMAT0005900	hsa-miR-1248
hsa-mir-424	0.75	8.71	7.96	0.000229554417837475	0.000364546120267274	MI0001446	MIMAT0004749	hsa-miR-424-3p
hsa-mir-424	0.75	8.71	7.96	0.000229554417837475	0.000364546120267274	MI0001446	MIMAT0001341	hsa-miR-424-5p
hsa-mir-574	-0.45	8.44	8.89	0.000249356244004244	0.00039481405300672	MI0003581	MIMAT0004795	hsa-miR-574-5p
hsa-mir-574	-0.45	8.44	8.89	0.000249356244004244	0.00039481405300672	MI0003581	MIMAT0003239	hsa-miR-574-3p
hsa-mir-582	0.47	8.81	8.33	0.000263879124775458	0.000416568826055026	MI0003589	MIMAT0003247	hsa-miR-582-5p
hsa-mir-582	0.47	8.81	8.33	0.000263879124775458	0.000416568826055026	MI0003589	MIMAT0004797	hsa-miR-582-3p
hsa-mir-532	0.37	11.19	10.82	0.000276393193589958	0.00043503307393449	MI0003205	MIMAT0004780	hsa-miR-532-3p
hsa-mir-532	0.37	11.19	10.82	0.000276393193589958	0.00043503307393449	MI0003205	MIMAT0002888	hsa-miR-532-5p
hsa-mir-146a	0.45	8.44	7.98	0.00028829698949693	0.000452430673782793	MI0000477	MIMAT0004608	hsa-miR-146a-3p
hsa-mir-146a	0.45	8.44	7.98	0.00028829698949693	0.000452430673782793	MI0000477	MIMAT0000449	hsa-miR-146a-5p
hsa-mir-934	-0.71	1.97	2.68	0.000323571827688128	0.000506294742147305	MI0005756	MIMAT0004977	hsa-miR-934
hsa-mir-320d-1	0.41	1.47	1.06	0.000333479563353701	0.000520267236669116	MI0008190	MIMAT0006764	hsa-miR-320d
hsa-mir-548k	0.28	0.65	0.37	0.000343724821332263	0.000534683055405742	MI0006354	MIMAT0005882	hsa-miR-548k
hsa-mir-1275	0.31	0.78	0.47	0.000390736240651467	0.000606039883459419	MI0006415	MIMAT0005929	hsa-miR-1275
hsa-mir-1226	0.49	2.33	1.84	0.000411366682163036	0.000636183357298648	MI0006313	MIMAT0005577	hsa-miR-1226-3p
hsa-mir-1226	0.49	2.33	1.84	0.000411366682163036	0.000636183357298648	MI0006313	MIMAT0005576	hsa-miR-1226-5p
hsa-mir-3143	0.18	0.35	0.16	0.000449946575113472	0.000693830660754687	MI0014167	MIMAT0015012	hsa-miR-3143
hsa-mir-450a-2	0.53	4.17	3.64	0.000544068112869882	0.000836544034817276	MI0003187	MIMAT0031074	hsa-miR-450a-2-3p
hsa-mir-338	0.43	9.9	9.47	0.000658537024645703	0.00100963025104183	MI0000814	MIMAT0000763	hsa-miR-338-3p
hsa-mir-338	0.43	9.9	9.47	0.000658537024645703	0.00100963025104183	MI0000814	MIMAT0004701	hsa-miR-338-5p
hsa-mir-212	0.5	3.89	3.39	0.000661732944653009	0.00101161473148104	MI0000288	MIMAT0022695	hsa-miR-212-5p
hsa-mir-212	0.5	3.89	3.39	0.000661732944653009	0.00101161473148104	MI0000288	MIMAT0000269	hsa-miR-212-3p
hsa-mir-607	-0.51	0.75	1.25	0.00067759304159556	0.00103289254478177	MI0003620	MIMAT0003275	hsa-miR-607
hsa-let-7g	0.4	11.04	10.63	0.000690407803817705	0.00104878226004661	MI0000433	MIMAT0000414	hsa-let-7g-5p
hsa-let-7g	0.4	11.04	10.63	0.000690407803817705	0.00104878226004661	MI0000433	MIMAT0004584	hsa-let-7g-3p
hsa-mir-346	-0.36	0.53	0.89	0.000691959724203685	0.00104878226004661	MI0000826	MIMAT0000773	hsa-miR-346
hsa-mir-1179	-0.37	0.52	0.88	0.000716073750943158	0.00108224782813	MI0006272	MIMAT0005824	hsa-miR-1179
hsa-mir-1249	-0.37	3.09	3.46	0.000737174952785576	0.00111098321496296	MI0006384	MIMAT0032029	hsa-miR-1249-5p
hsa-mir-1249	-0.37	3.09	3.46	0.000737174952785576	0.00111098321496296	MI0006384	MIMAT0005901	hsa-miR-1249-3p
hsa-mir-504	-0.48	2.26	2.74	0.0007561462638202	0.00113635540212527	MI0003189	MIMAT0002875	hsa-miR-504-5p
hsa-mir-504	-0.48	2.26	2.74	0.0007561462638202	0.00113635540212527	MI0003189	MIMAT0026612	hsa-miR-504-3p
hsa-mir-580	0.34	1.12	0.79	0.000829593055298821	0.00124322114202528	MI0003587	MIMAT0026617	hsa-miR-580-5p
hsa-mir-580	0.34	1.12	0.79	0.000829593055298821	0.00124322114202528	MI0003587	MIMAT0003245	hsa-miR-580-3p
hsa-let-7f-2	0.47	14.76	14.29	0.000851136962301461	0.00127192377512466	MI0000068	MIMAT0004487	hsa-let-7f-2-3p
hsa-mir-3190	0.28	0.95	0.66	0.00090765947879856	0.00135259059585668	MI0014235	MIMAT0015073	hsa-miR-3190-5p
hsa-mir-3190	0.28	0.95	0.66	0.00090765947879856	0.00135259059585668	MI0014235	MIMAT0022839	hsa-miR-3190-3p
hsa-mir-376b	-0.48	2.35	2.83	0.00101861018042534	0.00151368887147005	MI0002466	MIMAT0022923	hsa-miR-376b-5p
hsa-mir-376b	-0.48	2.35	2.83	0.00101861018042534	0.00151368887147005	MI0002466	MIMAT0002172	hsa-miR-376b-3p
hsa-mir-576	0.4	5.42	5.02	0.00105583758291994	0.00156463953792035	MI0003583	MIMAT0004796	hsa-miR-576-3p
hsa-mir-576	0.4	5.42	5.02	0.00105583758291994	0.00156463953792035	MI0003583	MIMAT0003241	hsa-miR-576-5p
hsa-mir-3910-2	0.2	0.39	0.2	0.0010935783753417	0.00161606582133829	MI0016431	MIMAT0018184_1	hsa-miR-3910
hsa-mir-548q	-0.34	0.66	1	0.00130682637011063	0.00192052936159905	MI0010637	MIMAT0011163	hsa-miR-548q
